,CEREB_AG,PFC_AG,PFC_1AG,CEREB_2AG,PFC_2AG,PL_1AG,PL_2AG,PL_AG,CEREB_AEA,PFC_AEA,CEREB_OEA,PFC_OEA,CEREB_PEA,PFC_PEA,PL_AEA,PL_OEA,PL_PEA,CEREB_C16Ceramid,HPC_C16Ceramid,PFC_C16Ceramid,CEREB_C18Ceramid,HPC_C18Ceramid,PFC_C18Ceramid,CEREB_C20Ceramid,HPC_C20Ceramid,PFC_C20Ceramid,PL_C16Ceramid,PL_C20Ceramid,PL_C24Ceramid,PL_C24_1Ceramid,CEREB_C18Sphinganin,HPC_C18Sphinganin,PFC_C18Sphinganin,PL_Sphinganin,PL_Sphinganin.1P,PL_Sphingosin,PL_Sphingosin.1P,PL_C16Sphinganin,PL_C18Sphinganin,PL_C24Sphinganin,PL_C24_1Sphinganin,CEREB_Sphinganin,HPC_Sphinganin,PFC_Sphinganin,CEREB_Sphingosin,HPC_Sphingosin,PFC_Sphingosin,CEREB_Sphingosin.1P,HPC_Sphingosin.1P,PFC_Sphingosin.1P,CEREB_LPA16_0,CEREB_LPA18_0,CEREB_LPA18_1,CEREB_LPA18_2,CEREB_LPA18_3,CEREB_LPA20_4,PL_LPA16_0,PL_LPA18_0,PL_LPA18_1,PL_LPA18_2,PL_LPA18_3,PL_LPA20_4,GROUP
0,3.581448703170347,3.3417665811222337,1.974608278965433,3.5798860022295025,3.0973834041998063,0.3974506237362133,1.5881703467908028,1.5157454885748152,1.8537497927378122,1.7547538633803126,1.8512590049754714,1.8619777335726175,2.3879715462468543,2.236447679320589,-0.0238929206414015,0.5950478025928201,-0.15784619618833517,2.4386852720794177,2.489710321810478,2.2591599373586067,4.654337995104609,5.257708363137342,4.794256380392681,2.4758949224919484,3.1324957822919623,3.387788768326637,1.3613516125439196,1.460596031973442,2.750132231871807,2.7928072877051946,3.11972445084518,3.041147487645336,3.42033465421429,0.18589756860919376,1.066292782311542,1.5440229274256192,2.217675834942988,1.0848726732763165,-0.17836699090560598,1.8949742447369173,1.7128377332620546,2.5903235785890417,2.9071285589665066,2.98419144048333,3.302979151331493,3.2591256654365566,3.0680697306867155,2.7435273395242428,2.937115021636216,2.554477091457427,3.4504272730675694,2.3757344841295147,2.59452494054401,2.2061554634718674,0.6998872965069964,1.1905112770420527,1.4176138112569336,0.460592285603885,1.3893092513081347,2.7441643300105922,0.8617043073071136,0.6710060710899028,2
1,3.4670026703956918,3.2269006725119693,1.9903838744060987,3.4679850872085813,3.3311612595677427,0.27383860188674974,1.1879267617213118,1.295116307577384,1.8717111688806092,1.5748796036387347,2.0166937459275496,1.7177401955788338,2.22291229841013,2.2276450508488317,-0.2387215177498604,0.6613814954811364,-0.009176972341079115,2.619132644000578,2.9223946967677854,2.4391624436288124,4.770420397246012,5.289430284571839,4.696089293836269,2.6104094315961874,3.0997716694943414,3.5557518381274034,1.255140450368013,0.9112190277062233,2.6647609101431984,2.909041325128796,3.055826485862095,3.3618508251486108,3.099963842250534,0.10963740603014172,1.5284312441459635,1.0704482434370755,2.066493622129609,1.2063968909987084,1.273657672633995,1.6463037226197816,1.7738442295723609,2.635046227333607,2.816934756590502,2.7880408927647014,3.3357278186284445,3.2507056339787366,3.4570928210717438,2.5913151849520926,2.7642521212516895,2.4840034395856443,2.877154754023975,2.314735352343931,2.2600342798290276,2.075353922242743,1.16675412314264,1.0845579149081808,1.3949370208504317,-1.1110610043036497,1.3878798770243965,2.766873749684224,0.9549776614363941,0.30345091462681145,1
2,3.1533877478740147,3.2996306480047553,2.350258955155311,3.4630884451067065,3.0889777852332934,-0.1062965835586206,1.2604445222254348,1.3490298459142207,1.884435020584602,1.749779754432424,2.113291113368498,1.714184604175908,2.2763706163206923,2.317546104423638,-0.3469171666373712,0.4169670173504705,0.4360986085684293,1.9663066071633115,2.671283056631162,1.9198545728961227,4.5090793734134476,5.002332585071358,4.337069096642159,2.798143964018816,2.7495193189463047,3.692376043097836,1.3335991160406173,1.3141358534272958,2.805831650201578,2.541650374627919,3.3114691630458237,3.624364212028979,3.295473120389378,0.17277617051640726,1.1853118073849187,0.652259155611654,2.040700257933573,1.1061437165036372,1.585121734801379,1.8785744557125048,1.670366039345951,2.62554761199066,2.591319584004974,2.9926461714069683,3.1934449372047697,3.2639116645983672,3.2622493092187446,2.233336494596003,2.4648750023073878,2.359849208900455,3.2286397098855852,2.5652202704649048,2.4452395457398093,0.724172212399949,0.5562445489431421,1.13330663510379,1.556079374164169,-0.8789775086309713,1.4999873014018925,3.0565082375981567,0.42313472730037893,0.8377091886028948,2
3,3.6355591478063647,3.292151805588154,2.0645612538495723,3.4701617877801887,3.412036304452381,0.029485832488175268,1.9090677218316792,1.7813705050999435,1.9055043336699562,1.735233245866291,2.15538541924666,1.6582861971032021,2.0699621825378935,2.1102666585403282,-0.272012379912981,0.6984492943005574,0.1245077769478998,2.50117132720498,2.6798211162436383,2.2745289738451633,4.34492259858119,5.343461077388439,4.388228618205163,2.914926919177973,2.562521132800543,3.6531157891469697,1.1519835541774932,0.8705915168099531,2.843168001394757,2.672252162072403,2.8852608310151364,3.5926749819478005,3.413583450287117,-0.02580695509458608,1.302388912796502,0.6306133241416579,2.3608331732900645,1.1175630120564533,2.1766834039144136,1.4903791854596329,1.7222481616231753,2.5536594701697646,2.580279727930446,2.659312602917876,3.1369731279342443,3.1696434451153284,3.447507081393606,2.3922562614614695,2.691705724736029,2.4195531576831355,3.1814459998337927,2.587296864314794,2.561110169511712,1.624441166664834,1.1388472554564006,0.7960933682814627,1.1307733964816256,-1.4607474387808077,0.7897977800087632,2.7849881542639587,1.207047017129977,0.19779233586481482,2
4,3.443643487488608,3.3907203400079147,1.90621366485917,3.3828122201028004,3.3527833389009847,-0.10938776500151959,0.8706988913593815,1.577147740082826,1.819922263626994,1.803858110856904,2.1666532989097194,2.0779933700085413,2.318350560780067,2.3757118739858254,-0.357186976347324,0.44742671506616566,-0.27552507899722245,2.32353660810723,2.4879348823748857,2.227333091688036,4.669658794762997,3.8896243284301946,4.3650716156883504,3.2076644947623474,2.6325839381963503,3.1864896283601545,1.6711805345202961,1.3400052781942569,2.880474619428749,2.7881233329053448,3.115752677759672,3.6069175320593643,3.5187229933731725,0.026525103858298205,1.2169647602566822,0.5537954726528993,2.486516400091169,1.3999587140540355,1.2215947209665299,1.6449798708807537,1.6370510334461739,2.600013358807179,2.575090641182525,2.6024110931287265,3.3833113513926594,3.2208374998394023,3.152417764964224,2.7125584119638737,2.685532063549077,2.5857365262124943,3.33868143585159,2.1621438019753447,2.5618546364418116,2.085657798506588,1.24964558606617,1.8920445626647306,1.1691560795521965,-0.6846953976338042,1.6082536601167874,2.661444426463208,0.916108486469244,0.7269274925089229,1
5,3.6295524396718863,3.300180213225791,2.362331440307856,3.0655363055086453,3.2587316255532883,0.6737741073318068,1.7533449115492776,2.020611398601157,1.978065983907794,1.9363140441747135,2.1345215005430354,1.9762657382020923,2.372972491630213,2.106857254136977,-0.4788202373559627,0.2316144936440979,0.6021480675529062,2.3115902241254025,2.97603218540094,2.2383208353011277,4.317329587075206,5.5661801709659,4.581004103156067,2.6423622501014057,2.7242986273460463,3.63123294555193,1.3164036038939595,1.2874260654712688,2.7652849140452656,2.4983141844353405,3.001049843160124,4.199304490541668,3.457640459149438,0.15334975769643933,1.4004584481215718,0.6409531367664402,2.3901075124645024,0.8005675324207183,1.098821259077445,1.4567759852794833,1.7737349666398863,2.639345414498846,2.522127784151906,2.921924537772688,3.1427682814754,3.2565405630115603,3.4056623785019737,2.298498577203545,2.4297278290021858,2.585785316358551,3.084581779683854,2.0163117916310576,2.6903989191986053,1.8959459821374662,0.7213320915729371,0.3893936148247621,1.2316147044225498,-0.064577860675305,1.825087675349473,2.861942198738054,1.306741866744188,0.27417385262942384,2
6,3.4825439868393433,3.386041691560727,2.276431193631434,3.4286363530638932,3.3205407066093278,-0.18450185546532683,1.056543976757692,1.7285962351814979,1.7132808366170125,1.8605178044038317,2.2046195892722134,1.9521907303965496,1.9419505588570116,2.283941727386602,-0.28167283059718423,0.4066468822136024,0.03210761701621667,2.3666535504582282,2.5782239967516536,1.8830341549591165,4.580169433327665,4.754594391942008,4.693153590351119,2.4713688241135268,2.7663188553974543,3.1724410836253187,1.7148914037478837,1.3894107886823757,2.5818740891784695,2.645116081767695,2.8085047922046527,3.506114926756906,3.5547016511134264,0.6409826840830979,1.4040158578065456,0.6834026987221122,2.408239162808367,0.8976272957481937,1.0439470486504316,1.733648327622982,1.3400556549477218,2.7051639406099666,2.351716115563865,2.4850793004624765,3.079297091504091,3.3369353862597446,3.322623353610272,2.4038342779501045,2.6939637935378427,2.4175753285806834,2.9761972164674204,2.057246608876614,2.4242202357009086,1.858205577128571,1.158300399512489,1.3225711020373963,1.3713203042171087,-1.411731703376702,0.8573262887501488,3.0318830185866648,0.921669968303838,0.5935149487467725,3
7,3.63279361239075,3.514271750801577,2.3496229879029142,3.350307077923628,3.1451551231641526,0.3415737348266014,1.7027415528986714,1.5696343456310966,1.8426034108515765,1.9220746945482916,2.000239675821348,1.8911578324648746,2.2300309455519223,1.965807397319803,-0.1421234498138659,0.4261954071591305,0.7715094877150628,2.355144990981692,2.462717142809074,2.7371276258794106,4.423789128085482,5.079845957092161,4.347985470936799,2.868453234421561,2.6834525197937316,3.7652223557217286,1.4772344317776147,1.4302348286951159,2.8828235826335677,2.549594617330605,3.238111784779827,2.6720080171903184,3.5236530190897852,0.5425302240565733,1.3845292911346228,0.8819950857434247,2.1746440245606036,0.7045769812008436,0.8149009290878937,1.6680829457949273,1.6594973965323219,2.607449556879143,2.872288996444285,2.5521946145764645,3.154556068107097,3.2275761010930775,3.269666282230781,2.6591988483546722,2.9030976870089873,2.4997014349430127,3.081751726972073,2.337245000318817,2.5982046044748395,1.5117943546005443,0.9145217621662998,0.6530752094211558,1.0964361859286633,0.5001860088771967,1.4107219964914801,2.6563008770995413,1.153544255909612,1.0332858863180683,3
8,3.508722889901193,3.3256862019911866,2.1157775255714903,2.934475852396319,3.35772816846845,0.20150442608885133,1.6304731849251843,1.6863318672786776,1.781442481246408,1.9561318788369246,2.03134368305619,1.9609613378626989,2.1509822302692,1.934351023731661,-0.3752931455949565,0.211895738957646,0.7859868635093281,2.179600547451572,3.0465496113295267,2.2842239851776354,4.426739886881255,4.836051068161961,4.456694390826913,2.820426904207225,3.42591128989745,3.608011939080051,1.1473044707716071,1.2609793760436097,2.6515771219681032,2.7045703868203455,3.277592647062543,3.241128992364987,3.1504274625189588,0.7372060151555723,1.2888338557357664,0.5589685757760967,2.27739669627341,0.9554721505279259,1.4650402941267304,1.5630316469405527,1.7100009250313044,2.6263460765779847,2.842993361099187,2.676263670331836,3.2490455498784514,3.364637797788759,3.434366238679031,2.609246481976959,2.8332550429239585,2.779928601021252,2.93680653880904,2.328528259121902,2.4615655683232385,2.151455443171798,1.6317555897399012,1.0402513459034703,1.5206855073395462,0.018759490801000783,1.3567283176002873,3.0433257108527614,0.9115686546516399,0.24039538531551163,2
9,3.4682443675820256,3.359872077291472,1.9561915573872795,3.4153535280342613,3.1026854567068476,0.2639092116482816,0.8924850767600722,1.460092968433727,1.8255446703297935,1.7240699713733154,1.9580784964392552,1.8821472992444712,2.036940450660761,2.284941499537539,0.22140585831799126,0.6519741858509454,0.19029054699809828,2.48974286396221,1.5115946505889188,2.1440520364839744,4.6459876747348225,4.031105226514637,4.444880168351534,2.6388572366902157,2.8565712136504753,3.4084165644701967,1.6308205862417298,1.1698655069484691,2.704370612086647,2.8772561402234227,2.9635766816978792,3.0229739815833407,3.5022322429493693,0.4263614035794683,1.0120833874441153,0.6368586190385714,2.149423937735755,1.3330256715855517,1.8697552663207955,1.850786859716708,1.6113691051249073,2.6580462366960402,2.838255684745928,2.829405287307215,3.1485026444678934,3.2621694928276597,3.3275740449806785,2.6364898794644107,2.586841841120678,2.4670188238292354,3.118011118625563,2.107701974004826,2.5928090957217607,2.2590615462708534,0.35739865042519636,0.127005084171114,1.2054963452854006,-1.4107471318789804,1.3772105737750464,2.551106181334272,0.8223670936538137,0.7082689823143216,2
